Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
194.047,TraderOne,Tick,1078,1022,56,-56,150200,150500,17875,-62875,-79675,OK
194.282,TraderOne,Tick,1078,1032,46,-46,150000,150500,17725,-71725,-85525,OK
194.453,TraderOne,Tick,1078,1032,46,-46,150000,150500,17725,-71725,-85525,OK
194.703,TraderOne,Tick,1078,1032,46,-46,150000,150500,17725,-71725,-85525,OK
195.0,TraderOne,Tick,1078,1032,46,-46,150000,150600,17725,-71725,-85525,OK
195.266,TraderOne,Tick,1078,1032,46,-46,150000,150600,17725,-71725,-85525,OK
195.516,TraderOne,Tick,1078,1032,46,-46,150000,150600,17725,-71725,-85525,OK
195.735,TraderOne,Tick,1078,1032,46,-46,150000,150600,17725,-71725,-85525,OK
195.938,TraderOne,Tick,1078,1032,46,-46,150000,150600,17725,-71725,-85525,OK
196.266,TraderOne,Tick,1078,1032,46,-46,149800,150600,17725,-71725,-85525,OK
196.516,TraderOne,Tick,1078,1032,46,-46,149800,150600,17725,-71725,-85525,OK
196.688,TraderOne,Tick,1078,1032,46,-46,149800,150100,17725,-71725,-85525,OK
196.985,TraderOne,Tick,1078,1032,46,-46,149800,150000,17725,-71725,-80925,OK
197.219,TraderOne,Tick,1078,1032,46,-46,149800,150000,17725,-71725,-80925,OK
197.516,TraderOne,Tick,1078,1042,36,-36,149500,150000,18024,-76024,-86824,OK
197.782,TraderOne,Tick,1078,1042,36,-36,149500,149800,18024,-76024,-86824,OK
198.047,TraderOne,Tick,1078,1042,36,-36,149500,149700,18024,-76024,-83224,OK
198.235,TraderOne,Tick,1078,1052,26,-26,149500,149700,18323,-79323,-84523,OK
198.547,TraderOne,Tick,1078,1062,16,-16,149500,149500,18622,-81622,-81622,OK
198.688,TraderOne,Tick,1078,1062,16,-16,149500,149500,18622,-81622,-81622,OK
198.953,TraderOne,Tick,1078,1072,6,-6,149500,149500,18921,-82921,-82921,OK
199.297,TraderOne,Tick,1078,1072,6,-6,149500,149500,18921,-82921,-82921,OK
199.5,TraderOne,Tick,1078,1072,6,-6,149500,149500,18921,-82921,-82921,OK
199.75,TraderOne,Tick,1078,1072,6,-6,149500,149500,18921,-82921,-82921,OK
199.953,TraderOne,Tick,1078,1072,6,-6,149500,149500,18921,-82921,-82921,OK
200.203,TraderOne,Tick,1078,1072,6,-6,149500,149600,18921,-82921,-83521,OK
200.532,TraderOne,Tick,1078,1076,2,-2,149700,149600,18861,-82861,-82661,OK
200.797,TraderOne,Tick,1078,1076,2,-2,149700,149600,18861,-82861,-82661,OK
201.047,TraderOne,Tick,1078,1076,2,-2,149700,149600,18861,-82861,-82661,OK
201.297,TraderOne,Tick,1078,1086,-8,8,149900,149600,18711,-82711,-84311,OK
201.516,TraderOne,Tick,1078,1086,-8,8,149900,149800,18711,-82711,-83511,OK
201.782,TraderOne,Tick,1088,1086,2,-2,149300,150000,18966,-83766,-84366,OK
202.0,TraderOne,Tick,1088,1086,2,-2,149300,150000,18966,-83766,-84366,OK
202.25,TraderOne,Tick,1088,1086,2,-2,149300,150200,18966,-83766,-84366,OK
202.5,TraderOne,Tick,1088,1086,2,-2,149300,150200,18966,-83766,-84366,OK
202.719,TraderOne,Tick,1098,1086,12,-12,150500,150600,19267,-84067,-85267,OK
202.953,TraderOne,Tick,1108,1086,22,-22,150500,150600,19568,-83368,-85568,OK
203.203,TraderOne,Tick,1108,1086,22,-22,150500,150600,19568,-83368,-85568,OK
203.532,TraderOne,Tick,1108,1086,22,-22,150500,150600,19568,-83368,-85568,OK
203.735,TraderOne,Tick,1108,1086,22,-22,150500,150600,19568,-83368,-85568,OK
203.969,TraderOne,Tick,1108,1086,22,-22,150500,150600,19568,-83368,-85568,OK
204.203,TraderOne,Tick,1118,1086,32,-32,150200,150600,19418,-81218,-90818,OK
204.453,TraderOne,Tick,1118,1086,32,-32,150200,150600,19418,-81218,-90818,OK
204.797,TraderOne,Tick,1118,1086,32,-32,150200,150600,19418,-81218,-90818,OK
205.016,TraderOne,Tick,1127,1086,41,-41,149900,150100,19283,-80183,-88383,OK
205.203,TraderOne,Tick,1127,1096,31,-31,149700,149700,19582,-82482,-82482,OK
205.485,TraderOne,Tick,1127,1106,21,-21,150400,149700,19432,-85332,-81132,OK
205.75,TraderOne,Tick,1127,1106,21,-21,150400,149700,19432,-85332,-81132,OK
206.016,TraderOne,Tick,1127,1116,11,-21,150300,149800,19282,1410818,-83882,OK
206.297,TraderOne,Tick,1127,1116,11,-11,150300,149800,19282,-88182,-84882,OK
206.5,TraderOne,Tick,1127,1116,11,-11,150300,149800,19282,-88182,-84882,OK
206.719,TraderOne,Tick,1127,1116,11,-11,150300,149800,19282,-88182,-84882,OK
207.0,TraderOne,Tick,1127,1116,11,-11,150300,149800,19282,-88182,-84882,OK
207.219,TraderOne,Tick,1127,1116,11,-11,150300,149800,19282,-88182,-84882,OK
207.485,TraderOne,Tick,1127,1116,11,-11,150300,149800,19282,-88182,-84882,OK
207.75,TraderOne,Tick,1127,1116,11,-11,150300,149800,19282,-88182,-84882,OK
208.032,TraderOne,Tick,1127,1116,11,-11,150300,149800,19282,-88182,-84882,OK
208.25,TraderOne,Tick,1137,1126,11,-11,149200,149800,19431,-88331,-91631,OK
208.547,TraderOne,Tick,1137,1136,1,-1,149800,149800,19281,-89181,-89181,OK
208.735,TraderOne,Tick,1137,1136,1,-1,149800,149800,19281,-89181,-89181,OK
209.047,TraderOne,Tick,1137,1136,1,-1,149800,149800,19281,-89181,-89181,OK
209.235,TraderOne,Tick,1137,1136,1,-1,149800,149800,19281,-89181,-89181,OK
209.5,TraderOne,Tick,1137,1136,1,-1,149800,149800,19281,-89181,-89181,OK
209.75,TraderOne,Tick,1137,1146,-9,9,150300,149800,19131,-90031,-92731,OK
209.969,TraderOne,Tick,1137,1146,-9,9,150300,149800,19131,-90031,-92731,OK
210.203,TraderOne,Tick,1137,1146,-9,9,150300,149800,19131,-90031,-92731,OK
210.485,TraderOne,Tick,1137,1146,-9,9,150300,149800,19131,-90031,-92731,OK
210.703,TraderOne,Tick,1137,1146,-9,9,150300,149800,19131,-90031,-92731,OK
210.985,TraderOne,Tick,1137,1156,-19,19,150400,149900,18981,-88881,-94581,OK
211.266,TraderOne,Tick,1137,1165,-28,28,150200,149900,19251,-86451,-94851,OK
211.485,TraderOne,Tick,1137,1165,-28,28,150200,149900,19251,-86451,-94851,OK
211.75,TraderOne,Tick,1147,1165,-18,18,149900,149600,19101,-91301,-94901,OK
212.032,TraderOne,Tick,1157,1165,-8,8,149100,149600,18951,-93151,-91551,OK
212.25,TraderOne,Tick,1167,1165,2,-2,149700,149700,19250,-94450,-94450,OK
212.5,TraderOne,Tick,1167,1165,2,-2,149700,149700,19250,-94450,-94450,OK
212.75,TraderOne,Tick,1167,1175,-8,8,150200,149700,19100,-94300,-95900,OK
213.032,TraderOne,Tick,1167,1175,-8,8,150200,149700,19100,-94300,-95900,OK
213.203,TraderOne,Tick,1167,1175,-8,8,150200,149300,19100,-94300,-95900,OK
213.532,TraderOne,Tick,1167,1175,-8,8,150200,149300,19100,-94300,-95900,OK
213.75,TraderOne,Tick,1167,1175,-8,8,150200,149300,19100,-94300,-95900,OK
213.953,TraderOne,Tick,1167,1175,-8,8,150200,149300,19100,-94300,-95900,OK
214.25,TraderOne,Tick,1167,1175,-8,8,150200,149300,19100,-94300,-95900,OK
214.5,TraderOne,Tick,1167,1175,-8,8,150200,149600,19100,-94300,-95900,OK
214.75,TraderOne,Tick,1167,1175,-8,8,150200,149600,19100,-94300,-95900,OK
215.0,TraderOne,Tick,1167,1175,-8,8,150200,149600,19100,-94300,-95900,OK
215.203,TraderOne,Tick,1167,1175,-8,8,150200,149600,19100,-94300,-95900,OK
215.453,TraderOne,Tick,1167,1175,-8,8,150200,149600,19100,-94300,-95900,OK
215.75,TraderOne,Tick,1167,1175,-8,8,150200,149600,19100,-94300,-95900,OK
216.0,TraderOne,Tick,1173,1175,-2,2,149400,149600,19010,-95410,-95010,OK
216.297,TraderOne,Tick,1173,1175,-2,2,149400,149400,19010,-95410,-95410,OK
216.516,TraderOne,Tick,1173,1175,-2,2,149400,149500,19010,-95410,-95210,OK
216.75,TraderOne,Tick,1173,1175,-2,2,149400,150000,19010,-95410,-94810,OK
217.016,TraderOne,Tick,1183,1175,8,-8,149100,150000,19309,-93709,-96109,OK
217.219,TraderOne,Tick,1193,1175,18,-18,149500,150000,19608,-90008,-95408,OK
217.5,TraderOne,Tick,1203,1175,28,-28,149500,150100,19907,-86307,-94707,OK
217.719,TraderOne,Tick,1206,1175,31,-31,149700,150100,19997,-85197,-94497,OK
217.953,TraderOne,Tick,1206,1175,31,-31,149700,149900,19997,-85197,-91397,OK
218.235,TraderOne,Tick,1206,1175,31,-31,149700,149900,19997,-85197,-91397,OK
218.547,TraderOne,Tick,1206,1175,31,-31,149700,149900,19997,-85197,-91397,OK
218.797,TraderOne,Tick,1206,1175,31,-31,149700,149900,19997,-85197,-91397,OK
219.047,TraderOne,Tick,1206,1175,31,-31,149700,149900,19997,-85197,-91397,OK
219.282,TraderOne,Tick,1206,1185,21,-21,150500,149900,19847,-88047,-81747,OK
219.485,TraderOne,Tick,1206,1195,11,-11,150400,149900,19697,-89897,-86597,OK
219.735,TraderOne,Tick,1206,1195,11,-11,150400,149900,19697,-89897,-86597,OK
220.032,TraderOne,Tick,1206,1205,1,-1,150500,149900,19547,-90747,-90447,OK
220.219,TraderOne,Tick,1206,1205,1,-1,150500,149900,19547,-90747,-90447,OK
220.5,TraderOne,Tick,1206,1205,1,-1,150500,149900,19547,-90747,-90447,OK
220.782,TraderOne,Tick,1206,1205,1,-1,150500,150000,19547,-90747,-90447,OK
221.016,TraderOne,Tick,1206,1215,-9,9,150500,150000,19397,-90597,-93297,OK
221.219,TraderOne,Tick,1206,1215,-9,9,150500,150000,19397,-90597,-93297,OK
221.453,TraderOne,Tick,1206,1215,-9,9,150500,150100,19397,-90597,-93297,OK
221.735,TraderOne,Tick,1206,1215,-9,9,150500,150100,19397,-90597,-93297,OK
222.032,TraderOne,Tick,1206,1215,-9,9,150500,150100,19397,-90597,-93297,OK
222.203,TraderOne,Tick,1206,1215,-9,9,150500,150100,19397,-90597,-93297,OK
222.5,TraderOne,Tick,1206,1215,-9,9,150500,150100,19397,-90597,-93297,OK
222.766,TraderOne,Tick,1216,1215,1,-1,149500,150000,19247,-91447,-91747,OK
223.047,TraderOne,Tick,1216,1225,-9,9,150100,150000,19547,-91747,-92647,OK
223.282,TraderOne,Tick,1216,1225,-9,9,150100,150000,19547,-91747,-92647,OK
223.547,TraderOne,Tick,1216,1225,-9,9,150100,150000,19547,-91747,-92647,OK
223.719,TraderOne,Tick,1216,1235,-19,19,150100,150000,19847,-92047,-93947,OK
223.953,TraderOne,Tick,1216,1245,-29,29,150400,150000,20148,-90348,-99048,OK
224.266,TraderOne,Tick,1216,1255,-39,39,150400,150000,20449,-86649,-98349,OK
224.485,TraderOne,Tick,1216,1261,-45,45,150400,150000,20629,-84429,-97929,OK
224.75,TraderOne,Tick,1216,1261,-45,45,150400,149800,20629,-84429,-97929,OK
224.953,TraderOne,Tick,1226,1261,-35,45,150100,149400,20479,-1585279,-98279,OK
225.25,TraderOne,Tick,1226,1261,-35,35,150100,149500,20479,-92279,-99279,OK
225.5,TraderOne,Tick,1226,1261,-35,35,150100,149500,20479,-92279,-99279,OK
225.782,TraderOne,Tick,1226,1261,-35,35,150100,149500,20479,-92279,-99279,OK
225.985,TraderOne,Tick,1226,1261,-35,35,150100,149500,20479,-92279,-99279,OK
226.297,TraderOne,Tick,1236,1261,-25,25,149300,149500,20329,-96129,-91129,OK
226.469,TraderOne,Tick,1236,1261,-25,25,149300,149500,20329,-96129,-91129,OK
226.75,TraderOne,Tick,1236,1271,-35,35,150300,149500,20179,-93979,-100979,OK
226.985,TraderOne,Tick,1236,1271,-35,35,150300,149500,20179,-93979,-100979,OK
227.266,TraderOne,Tick,1236,1271,-35,35,150300,149500,20179,-93979,-100979,OK
227.532,TraderOne,Tick,1246,1271,-25,25,150400,150200,20480,-98280,-103280,OK
227.735,TraderOne,Tick,1251,1271,-20,20,150500,150200,20630,-99930,-105930,OK
227.985,TraderOne,Tick,1251,1271,-20,20,150500,150800,20630,-99930,-93930,OK
228.266,TraderOne,Tick,1261,1271,-10,10,150600,150600,20931,-99231,-99231,OK
228.532,TraderOne,Tick,1271,1271,0,0,150600,150600,21232,-98532,-98532,OK
228.703,TraderOne,Tick,1281,1271,10,-10,150600,150600,21533,-98833,-98833,OK
228.969,TraderOne,Tick,1285,1271,14,-14,150500,150600,21473,-98373,-99773,OK
229.235,TraderOne,Tick,1295,1271,24,-24,150600,150600,21774,-97674,-97674,OK
229.516,TraderOne,Tick,1295,1271,24,-24,150600,150600,21774,-97674,-97674,OK
229.782,TraderOne,Tick,1295,1271,24,-24,150600,150600,21774,-97674,-97674,OK
229.985,TraderOne,Tick,1295,1271,24,-24,150600,150600,21774,-97674,-97674,OK
230.235,TraderOne,Tick,1295,1271,24,-24,150600,150700,21774,-97674,-100074,OK
230.485,TraderOne,Tick,1295,1271,24,-24,150600,150700,21774,-97674,-100074,OK
230.719,TraderOne,Tick,1295,1271,24,-24,150600,150700,21774,-97674,-100074,OK
230.969,TraderOne,Tick,1295,1271,24,-24,150600,150700,21774,-97674,-100074,OK
231.25,TraderOne,Tick,1295,1271,24,-24,150600,150700,21774,-97674,-100074,OK
231.5,TraderOne,Tick,1295,1271,24,-24,150600,150700,21774,-97674,-100074,OK
231.797,TraderOne,Tick,1295,1271,24,-24,150600,150700,21774,-97674,-100074,OK
231.953,TraderOne,Tick,1295,1271,24,-24,150600,150700,21774,-97674,-100074,OK
232.203,TraderOne,Tick,1295,1271,24,-24,150600,150700,21774,-97674,-100074,OK
232.5,TraderOne,Tick,1295,1271,24,-24,150600,150700,21774,-97674,-100074,OK
232.766,TraderOne,Tick,1305,1271,34,-34,150600,150700,22075,-95975,-99375,OK
233.0,TraderOne,Tick,1305,1271,34,-34,150600,150700,22075,-95975,-99375,OK
233.282,TraderOne,Tick,1315,1271,44,-44,150700,151100,22377,-92777,-105977,OK
233.547,TraderOne,Tick,1315,1271,44,-44,150700,151100,22377,-92777,-105977,OK
233.735,TraderOne,Tick,1315,1271,44,-44,150700,151100,22377,-92777,-105977,OK
233.953,TraderOne,Tick,1315,1271,44,-44,150700,151100,22377,-92777,-105977,OK
234.235,TraderOne,Tick,1315,1271,44,-44,150700,151100,22377,-92777,-105977,OK
234.516,TraderOne,Tick,1315,1271,44,-44,150700,151200,22377,-92777,-105977,OK
234.797,TraderOne,Tick,1325,1271,54,-54,150800,151200,22679,-89079,-105279,OK
235.016,TraderOne,Tick,1335,1271,64,-64,150800,151400,22981,-84381,-103581,OK
235.266,TraderOne,Tick,1335,1281,54,-54,150900,151500,22830,-93230,-109430,OK
235.5,TraderOne,Tick,1335,1281,54,-54,150900,151500,22830,-93230,-109430,OK
235.782,TraderOne,Tick,1335,1291,44,-44,151100,151600,22679,-100079,-113279,OK
236.0,TraderOne,Tick,1345,1291,54,-54,151200,151600,22981,-96381,-112581,OK
236.235,TraderOne,Tick,1345,1291,54,-54,151200,151600,22981,-96381,-112581,OK
236.547,TraderOne,Tick,1345,1291,54,-54,151000,151600,22981,-96381,-112581,OK
236.719,TraderOne,Tick,1345,1301,44,-44,151300,151600,22830,-101230,-114430,OK
236.985,TraderOne,Tick,1355,1301,54,-54,151000,151600,22679,-97079,-113279,OK
237.219,TraderOne,Tick,1355,1301,54,-54,151000,151600,22679,-97079,-113279,OK
237.532,TraderOne,Tick,1355,1301,54,-54,151000,151700,22679,-97079,-113279,OK
237.735,TraderOne,Tick,1355,1301,54,-54,151000,151700,22679,-97079,-113279,OK
238.0,TraderOne,Tick,1355,1301,54,-54,151000,151700,22679,-97079,-113279,OK
238.203,TraderOne,Tick,1355,1301,54,-54,151000,151700,22679,-97079,-113279,OK
238.5,TraderOne,Tick,1355,1301,54,-54,151000,151700,22679,-97079,-113279,OK
238.703,TraderOne,Tick,1355,1301,54,-54,151000,151700,22679,-97079,-113279,OK
238.985,TraderOne,Tick,1355,1301,54,-54,151000,151700,22679,-97079,-113279,OK
239.219,TraderOne,Tick,1355,1301,54,-54,151000,151500,22679,-97079,-113279,OK
239.469,TraderOne,Tick,1355,1301,54,-54,151000,151500,22679,-97079,-113279,OK
239.782,TraderOne,Tick,1355,1311,44,-44,151300,151600,22528,-101928,-115128,OK
240.0,TraderOne,Tick,1355,1311,44,-44,151300,151500,22528,-101928,-110728,OK
240.235,TraderOne,Tick,1355,1311,44,-44,151300,151400,22528,-101928,-106328,OK
240.453,TraderOne,Tick,1355,1321,34,-34,151400,151400,22377,-105777,-105777,OK
240.797,TraderOne,Tick,1355,1321,34,-34,151400,151500,22377,-105777,-109177,OK
241.016,TraderOne,Tick,1355,1321,34,-34,151400,151500,22377,-105777,-109177,OK
241.235,TraderOne,Tick,1355,1321,34,-34,151400,151500,22377,-105777,-109177,OK
241.485,TraderOne,Tick,1355,1321,34,-34,151400,151500,22377,-105777,-109177,OK
241.703,TraderOne,Tick,1355,1321,34,-34,151400,151500,22377,-105777,-109177,OK
242.0,TraderOne,Tick,1365,1321,44,-44,150900,151300,22226,-102626,-115826,OK
242.297,TraderOne,Tick,1375,1321,54,-54,150800,151300,22075,-99475,-115675,OK
242.453,TraderOne,Tick,1375,1331,44,-44,150800,151300,22377,-104777,-117977,OK
242.782,TraderOne,Tick,1375,1331,44,-44,150800,151300,22377,-104777,-117977,OK
243.032,TraderOne,Tick,1375,1331,44,-44,150800,151300,22377,-104777,-117977,OK
243.25,TraderOne,Tick,1385,1331,54,-44,150800,151300,22226,-1613626,-116826,OK
243.469,TraderOne,Tick,1385,1331,54,-54,150800,151300,22226,-100626,-116826,OK
243.782,TraderOne,Tick,1385,1341,44,-44,151000,151300,22075,-107475,-120675,OK
243.953,TraderOne,Tick,1385,1341,44,-44,151000,151500,22075,-107475,-120675,OK
244.282,TraderOne,Tick,1385,1341,44,-44,151000,151500,22075,-107475,-120675,OK
244.516,TraderOne,Tick,1385,1341,44,-44,151000,151500,22075,-107475,-120675,OK
244.782,TraderOne,Tick,1385,1341,44,-44,151000,151500,22075,-107475,-120675,OK
245.0,TraderOne,Tick,1385,1341,44,-44,151000,151500,22075,-107475,-120675,OK
245.219,TraderOne,Tick,1385,1341,44,-44,151000,151400,22075,-107475,-120675,OK
245.453,TraderOne,Tick,1385,1341,44,-44,151000,151600,22075,-107475,-120675,OK
245.735,TraderOne,Tick,1385,1341,44,-44,151400,151800,22075,-107475,-120675,OK
246.0,TraderOne,Tick,1385,1341,44,-44,151400,151800,22075,-107475,-120675,OK
246.282,TraderOne,Tick,1385,1341,44,-44,151400,151800,22075,-107475,-120675,OK
246.532,TraderOne,Tick,1385,1341,44,-44,151400,151800,22075,-107475,-120675,OK
246.703,TraderOne,Tick,1385,1341,44,-44,151400,151800,22075,-107475,-120675,OK
246.969,TraderOne,Tick,1392,1341,51,-51,151500,152100,22287,-104887,-120187,OK
247.25,TraderOne,Tick,1402,1341,61,-61,151700,152100,22590,-99190,-117490,OK
247.5,TraderOne,Tick,1402,1351,51,-51,151600,152100,22893,-105493,-120793,OK
247.797,TraderOne,Tick,1402,1351,51,-51,151400,152100,22893,-105493,-120793,OK
247.953,TraderOne,Tick,1402,1351,51,-51,151400,152100,22893,-105493,-120793,OK
248.219,TraderOne,Tick,1412,1351,61,-61,151500,152100,22741,-100341,-118641,OK
248.485,TraderOne,Tick,1412,1361,51,-51,151500,152100,23044,-106644,-121944,OK
248.735,TraderOne,Tick,1412,1361,51,-51,151500,152100,23044,-106644,-121944,OK
249.0,TraderOne,Tick,1412,1361,51,-51,151800,152100,23044,-106644,-121944,OK
249.235,TraderOne,Tick,1412,1371,41,-41,152000,152500,22892,-115492,-127792,OK
249.516,TraderOne,Tick,1422,1381,41,-41,152400,152900,23044,-117644,-129944,OK
249.719,TraderOne,Tick,1432,1381,51,-51,152500,152700,23349,-113949,-124149,OK
250.0,TraderOne,Tick,1432,1391,41,-41,152400,152700,23654,-118254,-130554,OK
250.235,TraderOne,Tick,1432,1391,41,-41,152400,152700,23654,-118254,-130554,OK
250.516,TraderOne,Tick,1432,1401,31,-31,152600,152700,23502,-122102,-125202,OK
250.782,TraderOne,Tick,1432,1401,31,-31,152600,152700,23502,-122102,-125202,OK
250.969,TraderOne,Tick,1432,1401,31,-31,152600,152700,23502,-122102,-125202,OK
251.235,TraderOne,Tick,1442,1401,41,-41,152000,152500,23350,-118950,-131250,OK
251.453,TraderOne,Tick,1442,1401,41,-41,152000,152600,23350,-118950,-131250,OK
251.813,TraderOne,Tick,1442,1401,41,-41,152000,152500,23350,-118950,-131250,OK
251.969,TraderOne,Tick,1442,1401,41,-41,152000,152500,23350,-118950,-131250,OK
252.282,TraderOne,Tick,1442,1401,41,-41,152000,152500,23350,-118950,-131250,OK
252.516,TraderOne,Tick,1442,1401,41,-41,152000,152500,23350,-118950,-131250,OK
252.75,TraderOne,Tick,1442,1411,31,-31,152600,152500,23198,-122798,-119698,OK
252.969,TraderOne,Tick,1442,1411,31,-31,152600,152500,23198,-122798,-119698,OK
253.297,TraderOne,Tick,1442,1411,31,-31,152600,152500,23198,-122798,-119698,OK
253.453,TraderOne,Tick,1442,1411,31,-31,152600,152500,23198,-122798,-119698,OK
253.735,TraderOne,Tick,1442,1411,31,-31,152600,152500,23198,-122798,-119698,OK
253.985,TraderOne,Tick,1442,1411,31,-31,152600,152500,23198,-122798,-119698,OK
254.235,TraderOne,Tick,1442,1411,31,-31,152600,152500,23198,-122798,-119698,OK
254.547,TraderOne,Tick,1442,1411,31,-31,152200,152500,23198,-122798,-132098,OK
254.75,TraderOne,Tick,1442,1411,31,-31,152200,152500,23198,-122798,-132098,OK
254.985,TraderOne,Tick,1442,1411,31,-31,152200,152500,23198,-122798,-132098,OK
255.25,TraderOne,Tick,1442,1411,31,-31,152200,152500,23198,-122798,-132098,OK
255.547,TraderOne,Tick,1442,1411,31,-31,152200,152500,23198,-122798,-132098,OK
255.703,TraderOne,Tick,1442,1411,31,-31,152200,152500,23198,-122798,-132098,OK
255.969,TraderOne,Tick,1442,1411,31,-31,152200,152200,23198,-122798,-122798,OK
256.266,TraderOne,Tick,1442,1411,31,-31,152200,152000,23198,-122798,-116598,OK
256.453,TraderOne,Tick,1442,1411,31,-31,152200,152000,23198,-122798,-116598,OK
256.75,TraderOne,Tick,1442,1411,31,-31,152200,152000,23198,-122798,-116598,OK
257.047,TraderOne,Tick,1442,1411,31,-31,152200,152000,23198,-122798,-116598,OK
257.203,TraderOne,Tick,1442,1411,31,-31,152200,152000,23198,-122798,-116598,OK
257.547,TraderOne,Tick,1452,1411,41,-41,151400,152000,23046,-119646,-131946,OK
257.75,TraderOne,Tick,1452,1411,41,-41,151400,152000,23046,-119646,-131946,OK
258.016,TraderOne,Tick,1452,1411,41,-41,151400,152000,23046,-119646,-131946,OK
258.282,TraderOne,Tick,1452,1421,31,-31,151700,151900,22894,-123494,-129694,OK
258.532,TraderOne,Tick,1452,1421,31,-31,151700,151800,22894,-123494,-126594,OK
258.735,TraderOne,Tick,1452,1421,31,-31,151700,151700,22894,-123494,-123494,OK
258.953,TraderOne,Tick,1452,1431,21,-31,151700,151700,22742,1391658,-125342,OK
259.235,TraderOne,Tick,1452,1431,21,-21,151700,151600,22742,-126342,-124242,OK
259.532,TraderOne,Tick,1452,1431,21,-21,151700,151600,22742,-126342,-124242,OK
259.75,TraderOne,Tick,1452,1431,21,-21,151700,151600,22742,-126342,-124242,OK
260.016,TraderOne,Tick,1452,1431,21,-21,151700,151600,22742,-126342,-124242,OK
260.282,TraderOne,Tick,1462,1431,31,-31,151300,151600,22591,-124191,-133491,OK
260.469,TraderOne,Tick,1462,1431,31,-31,151300,151600,22591,-124191,-133491,OK
260.75,TraderOne,Tick,1462,1441,21,-21,151300,151800,22894,-127494,-133794,OK
261.0,TraderOne,Tick,1462,1441,21,-21,151300,151800,22894,-127494,-133794,OK
261.297,TraderOne,Tick,1462,1441,21,-21,151300,151800,22894,-127494,-133794,OK
261.453,TraderOne,Tick,1462,1441,21,-21,151300,151800,22894,-127494,-133794,OK
261.766,TraderOne,Tick,1462,1451,11,-11,152000,151800,22742,-129342,-127142,OK
261.985,TraderOne,Tick,1472,1451,21,-21,151600,151800,22590,-129190,-133390,OK
262.25,TraderOne,Tick,1482,1451,31,-31,151600,151800,22893,-127493,-133693,OK
262.485,TraderOne,Tick,1482,1451,31,-31,151600,151800,22893,-127493,-133693,OK
262.703,TraderOne,Tick,1482,1451,31,-31,151600,151800,22893,-127493,-133693,OK
262.953,TraderOne,Tick,1482,1451,31,-31,151600,151800,22893,-127493,-133693,OK
263.282,TraderOne,Tick,1492,1451,41,-41,151600,152200,23196,-123796,-136096,OK
263.563,TraderOne,Tick,1501,1451,50,-50,151600,152200,23469,-120469,-135469,OK
263.766,TraderOne,Tick,1501,1461,40,-40,151500,152200,23772,-125772,-137772,OK
263.969,TraderOne,Tick,1501,1461,40,-40,151500,152200,23772,-125772,-137772,OK
264.282,TraderOne,Tick,1501,1461,40,-40,151500,152200,23772,-125772,-137772,OK
264.453,TraderOne,Tick,1501,1461,40,-40,151500,152200,23772,-125772,-137772,OK
264.75,TraderOne,Tick,1501,1461,40,-40,151500,151800,23772,-125772,-137772,OK
265.047,TraderOne,Tick,1501,1461,40,-40,151500,151800,23772,-125772,-137772,OK
265.235,TraderOne,Tick,1501,1461,40,-40,151500,151800,23772,-125772,-137772,OK
265.5,TraderOne,Tick,1501,1461,40,-40,151500,151800,23772,-125772,-137772,OK
265.766,TraderOne,Tick,1501,1461,40,-40,151500,151800,23772,-125772,-137772,OK
266.016,TraderOne,Tick,1501,1471,30,-30,152100,151800,23620,-130620,-121620,OK
266.25,TraderOne,Tick,1501,1471,30,-30,152100,151800,23620,-130620,-121620,OK
266.516,TraderOne,Tick,1501,1477,24,-24,151800,151800,23529,-132329,-132329,OK
266.75,TraderOne,Tick,1501,1477,24,-24,151800,151800,23529,-132329,-132329,OK
267.032,TraderOne,Tick,1501,1477,24,-24,151800,152200,23529,-132329,-139529,OK
267.313,TraderOne,Tick,1501,1477,24,-24,151800,152200,23529,-132329,-139529,OK
267.516,TraderOne,Tick,1501,1477,24,-24,152100,152200,23529,-132329,-134729,OK
267.797,TraderOne,Tick,1501,1477,24,-24,152100,152200,23529,-132329,-134729,OK
268.047,TraderOne,Tick,1501,1477,24,-24,152100,152200,23529,-132329,-134729,OK
268.297,TraderOne,Tick,1511,1477,34,-34,152300,152200,23833,-130333,-126933,OK
268.5,TraderOne,Tick,1511,1477,34,-34,152300,152200,23833,-130333,-126933,OK
268.766,TraderOne,Tick,1511,1477,34,-34,152300,152600,23833,-130333,-140533,OK
268.953,TraderOne,Tick,1511,1477,34,-34,152300,152600,23833,-130333,-140533,OK
269.297,TraderOne,Tick,1511,1477,34,-34,152300,152600,23833,-130333,-140533,OK
269.5,TraderOne,Tick,1511,1477,34,-34,152300,153000,23833,-130333,-140533,OK
269.766,TraderOne,Tick,1519,1477,42,-42,152300,153000,24077,-128177,-140777,OK
269.985,TraderOne,Tick,1529,1477,52,-52,152100,153000,23925,-124025,-139625,OK
270.203,TraderOne,Tick,1529,1477,52,-52,152100,153000,23925,-124025,-139625,OK
270.469,TraderOne,Tick,1529,1477,52,-52,152100,152900,23925,-124025,-139625,OK
270.75,TraderOne,Tick,1529,1477,52,-52,152100,152900,23925,-124025,-139625,OK
271.0,TraderOne,Tick,1529,1477,52,-52,152100,153000,23925,-124025,-139625,OK
